review_id,date,reviewer,review,positive_count,negative_count,sentiment
134998431,2026-06-24T20:09:43,채**,이연복 목란 짬뽕 진짜 완전 강추에요!!! 진짜 그냥 중식집 가서 먹는것보다 더 맛있어요~~ 우선 저는 매운걸 좋아하는데 짝꿍이 너무 매운건 힘들어 해서 마일드 시켰는데도 맛있게 얼큰해요!! 국물 진짜 진하고 건더기도 완전 풍부!! 면발도 진짜 찰져요~~ 짬뽕집가서 한그릇 먹을돈보다 더 저렴하게 두그릇 먹을수 있어서 자꾸 주문하게 되네요!!!,4,4,중립
131623821,2026-03-08T20:19:15,정**,"중식 셰프 이연복의 레스토랑 목란 레시피를 기반으로 만든 짬뽕 밀키트로, 집에서도 비교적 간편하게 중식당 느낌의 짬뽕을 즐길 수 있는 제품입니다. 우선 구성은 생면과 짬뽕 국물 팩이 각각 2개씩 들어 있는 2인분 형태입니다. 국물에는 돼지고기와 오징어, 홍합, 새우 같은 해산물과 배추, 양파, 버섯 등 다양한 재료가 들어 있어 재료가 꽤 푸짐한 편입니다. 맛을 보면 국물이 칼칼하고 시원한 해물 짬뽕 스타일입니다. 고춧가루와 해산물에서 나오는 감칠맛이 잘 어우러져 얼큰하면서도 깊은 국물 맛이 느껴집니다. 특히 국물이 진한 편이라 밥 말아 먹어도 잘 어울리는 느낌이었습니다. 면은 중화면 스타일이라 쫄깃하고 탱글한 식감이 살아 있어 국물과 함께 먹기 좋았습니다. 조리 방법도 간단한 편입니다. 국물 팩을 끓이고 면을 따로 삶아서 넣으면 되기 때문에 10분 정도면 완성할 수 있어 집에서 짬뽕이 먹고 싶을 때 편하게 만들 수 있습니다. 다만 중식당에서 바로 볶아 만드는 짬뽕처럼 강한 불향은 조금 부족하게 느껴질 수 있는 점은 있습니다. 그래도 밀키트 치고는 국물 맛이 진하고 재료도 괜찮아서 전체적인 만족도는 꽤 좋은 편이었습니다.",7,3,긍정
137041505,2026-08-22T13:18:36,최**,"집순이 딸래미가 짜장, 짬뽕을 좋아해서 나가지는 않고 집에서 만들어 먹었습니다.",1,1,중립
133908066,2026-05-25T01:35:11,김**,주문 - 2026년 5월 19일(화)/ 11:59AM 수령 - 2026년 5월 20일(수)/ 03:49AM 택배기사분들 고생많으십니다. 대패 삼겹살을 주문하려고 들어왔다가 무료배송 주문금액을 채우려고 고민 없이 추가하였습니다. 지난번 첫 주문 때 먹은 맛이 너무 인상적이어서 언제든 추가 주문하려고 마음먹고 있었거든요. 맛도 좋은데 냉동으로 유통기한까지 내년 4월 까지로 길어서 참 좋은 제품 같습니다. 번창하세요.,0,1,부정
133724699,2026-05-20T10:31:17,이**,"중국요리 뭐 먹을까? 하면 무조건 짬뽕!을 선택하는 사람으로 이연복의 목란 짬뽕 제품이 궁금했어요. 아이와 같이 먹을 거라서 마일드로 주문했어요. 이연복의 목란 짬뽕은 2인분 구성이라 양이 넉넉한 편이고 면과 짬뽕 소스에 건더기가 들어있어요. 조리 방법은 정말 간단해요! 라면 끓이는 느낌으로 쉽게 완성돼요. - 짬뽕탕 내용물을 해동 (먹기 전날 냉장고에서 해동) - 냄비에 넣고 4분간 끓이기 - 면은 해동 없이 끓는 불에 2분간 삶아서 준비 - 그릇에 면 넣고 짬뽕탕 붓기 짬뽕만 먹기 아쉬워서 만두도 같이 준비했어요. 짬뽕 국물 색부터 딱 중식당 짬뽕 느낌! 다른 재료를 추가할까 했지만 본래의 맛을 느끼고 싶어 안 넣었는데 잘한 것 같아요. 고기, 홍합, 버섯, 야채가 꽤 푸짐하게 들어 있어요. 면이 쫄깃하고 국물이 얼큰하면서 불맛이 납니다. 살짝 매웠는데 만두랑 먹으니 매운맛을 중화해줘서 사이드로 다른 메뉴와 같이 먹으면 좋아요. 마지막에 짬뽕 국물에 밥까지 말아 먹었어요. 매콤한 짬뽕 좋아하시는 분들에게는 이연복의 목란 짬뽕 추천합니다. 마일드도 충분히 매우니 매운 거 못 드시는 분들은 오리지널보다 마일드로 주문해 보세요. 매콤한 짬뽕 좋아하시는 분들에게는 이연복의 목란 짬뽕 추천합니다. 마일드도 충분히 매우니 매운 거 못 드시는 분들은 오리지널보다 마일드로 주문해 보세요.",7,1,긍정
133620072,2026-05-17T12:01:30,정**,"평소 맛집이어도 줄서서 먹는거 좋아하지 않습니다. 줄 안서고 맛볼수 있는 마켓컬리의 이연복 목란 짬뽕이라도 먹고싶었지만 밀키트가 다 거기서 거기지..라는 편견으로 몇번을 망설이다 구매해봤어요. 꽁꽁 얼어서 온 짱뽕국물을 끓이며 들여다보니 홍합, 오징어, 표고버섯등이 제법 넉넉히 들어있네요. 조리랄것도 없이 국물 끓이고 면 삶기. 면 삶기 전에 집에 있던 콩나물 한움큼 넣고 면을 2분간 삶아내어 짬뽕국물을 부어주니 일단 비주얼이 딱 그대로 짬뽕입니다. ㅎㅎ 그런데 맛은 평범하지가 않네요. 동네 중국집 짬뽕들은 국물이 짭짤해서 먹고나면 죄책감이 드는데 이 이연복 짬뽕은 간도 세지 않고 오리지날의 맵기도 적당히 칼칼하고 맛도 훌륭해서 정말 맛있게 먹었습니다. 이래서 줄서서들 먹는구나..이름값이 그냥 생긴게 아니구나..느끼는 순간이었답니다. 줄서서는 못 먹을테니 다음에도 요 짬뽕을 또 먹게 될것 같아요. 탁월한 선택으로 맛있게 잘 먹었습니다.",5,2,긍정
132696285,2026-04-15T00:42:39,이**,저희집에는 주말만 되면 짬뽕을 시켜 먹는 짬뽕귀신이 있는데요 출출하다길래 짬뽕해줄까 했더니 집에서 만드는 짬뽕은 뭔가 심심할 것 같다고 의심(?) 하길래 면이랑 국물 다같이 넣고 끓였어요 매운걸 좋아해서 베트남고추도 조금 넣어주고 팔팔 끓여줬더니 맛있다고 감탄을 하면서 밥까지 말아먹네요 앞으로 배달 안 시킬거니까 집에 쟁여놓으래요 인기가 많아서 품절이 자주 되던데 빨리 장바구니에 담으러 가야겠어요,2,0,긍정
135082544,2026-06-27T15:58:47,이**,"오랜만에 짬뽕 생각이 나서 구입했어요 오~~~마일드해서 적당히 매워요 이연복 짬뽕 너무 궁금해서 구매해봤어요. 집에서도 간편하게 맛있는 짬뽕을 즐길 수 있을 것 같아 기대됩니다. 그냥 먹어도 좋지만 저는 목이버섯을 추가해서 같이 끓여 먹으려고 준비했어요. 목이버섯의 쫄깃한 식감이 더해지면 훨씬 풍성하고 식당에서 먹는 짬뽕 같은 느낌이 날 것 같아 기대돼요. 해산물이나 채소를 조금 더 추가해도 잘 어울릴 것 같고, 간단한 재료만 더해도 든든한 한 끼가 될 것 같습니다. 평소 짬뽕 좋아하는데 이연복 셰프 레시피라 더 기대가 되고, 맛있게 먹어보고 재구매하고 싶어요 :)",6,2,긍정
136265796,2026-07-31T23:08:34,이**,"컬리에서 제일 많이 사는 최애템입니다. 1인분 국물에 면 2개 넣어서 둘이 한끼 먹고 남은 1인분 국물에 당면사리 계란물 살짝 넣어 짬뽕밥 해먹으면 가성비도 챙길 수 있어요,",0,0,중립
137606361,2026-09-08T17:17:18,손**,워낙 유명한거라 시켜봤는데 국물이 정말 깊고 얼큰해서 매장에서 먹는 맛 못지않습니다. 면발도 불지 않고 탱글탱글함이 유지되어 씹는 맛이 훌륭해요. 해산물 풍미가 진하게 느껴지고 끝맛이 깔끔해 밥까지 말아 먹게 됩니다. 간편하게 맛있는 짬뽕을 집에서 먹기 딱이에요,4,0,긍정
131769077,2026-03-13T21:45:40,김**,"우선 면 전용 팩 2개, 양념팩 2개 이렇게 있었는데 당일 아침에 냉장고에 옮겨뒀다가 저녁이 먹으니까 적당히 해동되고 좋더라구요! 면도 중식면이고 뜨거운물에 넣자마자 스르륵 풀리고 쫀득쫀득하더라구요?! 면이 무게감이 있었습니다. 면은 따로 끓는에 익혀주고 양념팩은 그대로 끓여주면거 저희는 우삼겹이랑 양배추 대파 조금 넣어서 끓여줬습니다. 사실 따로 추가 재료 없이 조리해도 충분할 정도로 내용물이 엄청 알찼어요!! 국물은 정말 찐하고 맛있었습니다. 평소 집에서 짬뽕을 자주해먹는데 녹진한 느낌이 없어서 아쉬웠거든요. 근디 이건 깊고 진한맛이 정말 맛있었습니다. 앞으로 항상 쟁여두고 먹을 제품이에요!!",2,1,긍정
137544942,2026-09-06T20:34:15,박**,"지인한테 추천받아서 구매했는데 대만족입니다! 사실 목란 짬뽕 주문하려고 컬리 깔았어요 ㅎㅎ 기대 이상으로 너무 맛있었어요~ 국물 진하고 해산물, 고기, 야채 건더기 듬뿍이라 든든하게 먹었어요! 꿀팁은 대패나 차돌 구워서 곁들여먹으면 더욱 맛있습니다 :) 또 재구매할게요!",6,0,긍정
131353622,2026-02-26T18:27:33,최**,"짜장면이 너무 만족스러워서 기대 반 설렘 반으로 백짬뽕도 주문해봤는데요… 이건 또 다른 감동이네요. 국물 한 숟갈 뜨는 순간 “와…” 소리가 절로 나왔습니다. 깊고 진한 육수 맛이 확 올라오는데, 인위적인 느낌 없이 깔끔하게 떨어집니다. 자극적이지 않으면서도 풍미는 꽉 차 있어서 웬만한 중국집 백짬뽕보다 훨씬 완성도가 높다고 느꼈어요. 면도 정말 인상적이었습니다. 집에서 조리했는데도 식당에서 바로 삶아 낸 면처럼 탱글하고 쫄깃합니다. 국물과 따로 놀지 않고 자연스럽게 어우러져서 마지막 한 젓가락까지 맛있게 먹었습니다. 솔직히 “이게 밀키트 퀄리티가 맞나?” 싶을 정도입니다. 짜장에 이어 백짬뽕까지 성공이라니, 이제는 믿고 주문할 것 같아요. 재구매 의사 확실합니다. 냉동실에 상시 대기시켜 두고 싶은 메뉴입니다.",4,5,부정
132516759,2026-04-09T17:30:44,김**,"집에서 간편하게 짬뽕 먹고 싶어서 이연복 셰프님의 목란 짬뽕 마일드 버전 구매해봤어요! 일단 마일드라서 맵지 않을까 걱정했는데, 완전 밍밍한 느낌이 아니라 적당히 칼칼하면서도 부드러운 국물 맛이라 누구나 먹기 좋았어요. 일반 짬뽕보다 자극적이지 않고 깔끔한 느낌이라 속 부담도 덜한 편이에요. 국물은 해물 베이스라 깊은 맛이 나고, 끓일수록 더 진해져서 만족스러웠어요. 면도 쫄깃해서 밀키트 느낌보다는 약간 식당 느낌도 나더라구요. 조리 방법도 간단해서 물 끓이고 재료 넣으면 끝이라 요리 초보도 쉽게 만들 수 있어요. 다만 기본 구성만으로는 살짝 심플한 느낌이라 오징어, 새우, 채소 같은 재료 추가하면 훨씬 맛있게 즐길 수 있어요. 양은 2인분 기준으로 둘이 먹기 딱 적당하고, 국물까지 먹으면 꽤 든든한 편이에요. 맵찔이거나 자극적인 짬뽕 부담스러운 분들께 추천드리고, 집에서 간편하게 중식 느낌 내고 싶을 때 만족도 높은 제품입니다!",9,4,긍정
130945648,2026-02-09T21:26:37,김**,"예전에 먹어봤는데 맛있어서 이번에 또 시켜봤습니다 매운걸 조아해서 기본으로 시켰고 첫 조리때 양파만 추가해서 먹어봤습니다 조리 설명서에 냉장해동 추천이였는데 깜빡해서 그냥 뜨거운물에 해동하고 바로 끓여봤습니다 면발은 그냥 눈으로 봐도 탱글탱글하더라구요 기본으로 들어가있는 고기,해물과 야채양도 많았습니다 해물도 새우는 좀 작았지만 오징어, 홍합은 큼직큼직하더라구요 ! 양파,애호박,버섯도 들어가있습니다 국물도 저한테는 딱 적당하게 매우면서 불향나지않고 깔끔해서 좋았습니다 매운거 못드시는 분들은 무조건 마일드 드세요! 한번 맛있게 먹고 두번째에는 마지막사진에 나온것처럼 따로 양배추,애호박,양파,해물믹스 잔뜩 넣어서 먹었는데 과유불급이더라구요ㅠㅠㅠ 맛있게 나온 제품이라 딱 정량만큼 그정도로 먹는게 제일 맛있었습니다 추가하자면 양파정도만? 맛도 그렇고 가격도 시중에 파는것보다 훨 저렴하니 쌓아놓고 먹어도 좋을것같아요!",6,1,긍정
137299489,2026-08-30T16:06:20,국**,두번째 재구매입니다! 비도오고 배송오자마자 바로 점심에 해먹으니 여전히 맛이 좋았어요!👍🏻👍🏻 유명한 셰프들 이름걸고 나온 레트로 식품중에 이연복셰프 제품이 다른분들 후기도 그렇고 제 입맛에도 제일 맛있는것 같네요ㅎㅎ,3,0,긍정
